YEAR,CENSUS BLOCK,Primary Type,ID
2005,002XX W WASHINGTON,MOTOR VEHICLE THEFT,1
2005,002XX W WASHINGTON,NARCOTICS,1
2005,002XX W WASHINGTON,OTHER OFFENSE,1
2005,002XX W WASHINGTON,ROBBERY,2
2005,002XX W WASHINGTON,THEFT,28
2005,003XX E 18TH,CRIMINAL DAMAGE,1
2005,003XX E 18TH,THEFT,2
2005,003XX E 21ST,CRIMINAL DAMAGE,1
2005,003XX E 21ST,DECEPTIVE PRACTICE,1
2005,003XX E 21ST,MOTOR VEHICLE THEFT,1
2005,003XX E 21ST,OTHER OFFENSE,1
2005,003XX E 26TH,CRIM SEXUAL ASSAULT,1
2005,003XX E 26TH,MOTOR VEHICLE THEFT,1
2005,003XX E 26TH,THEFT,1
2005,003XX E BALBO,THEFT,1
2005,003XX E CERMAK,BATTERY,1
2005,003XX E CERMAK,CRIMINAL DAMAGE,1
2005,003XX E CERMAK,CRIMINAL TRESPASS,1
2005,003XX E CERMAK,MOTOR VEHICLE THEFT,2
2005,003XX E CERMAK,OTHER OFFENSE,1
2005,003XX E CERMAK,THEFT,4
2005,003XX E CULLERTON,ASSAULT,4
2005,003XX E CULLERTON,BATTERY,2
2005,003XX E CULLERTON,CRIMINAL DAMAGE,1
2005,003XX E CULLERTON,OFFENSE INVOLVING CHILDREN,1
2005,003XX E CULLERTON,OTHER OFFENSE,1
2005,003XX E CULLERTON,THEFT,2
2005,003XX E JACKSON,BATTERY,1
2005,003XX E JACKSON,OTHER OFFENSE,1
2005,003XX E JACKSON,THEFT,3
2005,003XX E LOWER WACKER,NARCOTICS,1
2005,003XX E LOWER WACKER,THEFT,1
2005,003XX E MC FETRIDGE,THEFT,2
2005,003XX E MONROE,BATTERY,1
2005,003XX E MONROE,DECEPTIVE PRACTICE,1
2005,003XX E MONROE,MOTOR VEHICLE THEFT,1
2005,003XX E MONROE,NARCOTICS,2
2005,003XX E MONROE,PUBLIC PEACE VIOLATION,1
2005,003XX E MONROE,THEFT,4
2005,003XX E RANDOLPH,BATTERY,2
2005,003XX E RANDOLPH,BURGLARY,1
2005,003XX E RANDOLPH,CRIMINAL DAMAGE,3
2005,003XX E RANDOLPH,CRIMINAL TRESPASS,3
2005,003XX E RANDOLPH,DECEPTIVE PRACTICE,1
2005,003XX E RANDOLPH,OTHER OFFENSE,3
2005,003XX E RANDOLPH,PUBLIC PEACE VIOLATION,2
2005,003XX E RANDOLPH,THEFT,9
2005,003XX E WACKER,BATTERY,4
2005,003XX E WACKER,BURGLARY,1
2005,003XX E WACKER,CRIMINAL DAMAGE,2
2005,003XX E WACKER,CRIMINAL TRESPASS,1
2005,003XX E WACKER,DECEPTIVE PRACTICE,2
2005,003XX E WACKER,OTHER OFFENSE,1
2005,003XX E WACKER,PROSTITUTION,1
2005,003XX E WACKER,THEFT,21
2005,003XX N ABERDEEN,CRIMINAL DAMAGE,3
2005,003XX N ABERDEEN,ROBBERY,1
2005,003XX N ABERDEEN,THEFT,7
2005,003XX N ADA,THEFT,1
2005,003XX N ARTESIAN,THEFT,1
2005,003XX N ASHLAND,ASSAULT,1
2005,003XX N ASHLAND,CRIMINAL DAMAGE,1
2005,003XX N ASHLAND,MOTOR VEHICLE THEFT,1
2005,003XX N ASHLAND,THEFT,2
2005,003XX N BELL,BURGLARY,1
2005,003XX N BELL,CRIMINAL DAMAGE,1
2005,003XX N CANAL,BATTERY,1
2005,003XX N CANAL,BURGLARY,2
2005,003XX N CANAL,CRIMINAL DAMAGE,1
2005,003XX N CANAL,DECEPTIVE PRACTICE,3
2005,003XX N CANAL,OTHER OFFENSE,1
2005,003XX N CANAL,ROBBERY,1
2005,003XX N CANAL,THEFT,2
2005,003XX N CARPENTER,BATTERY,2
2005,003XX N CARPENTER,BURGLARY,1
2005,003XX N CARPENTER,CRIMINAL DAMAGE,2
2005,003XX N CARPENTER,ROBBERY,1
2005,003XX N CARPENTER,THEFT,4
2005,003XX N CLAREMONT,THEFT,1
2005,003XX N CLINTON,CRIMINAL DAMAGE,2
2005,003XX N CLINTON,MOTOR VEHICLE THEFT,1
2005,003XX N CLINTON,THEFT,4
2005,003XX N COLUMBUS,ASSAULT,1
2005,003XX N COLUMBUS,MOTOR VEHICLE THEFT,1
2005,003XX N COLUMBUS,THEFT,1
2005,003XX N DAMEN,NARCOTICS,4
2005,003XX N DAMEN,THEFT,1
2005,003XX N DEARBORN,BATTERY,1
2005,003XX N DEARBORN,THEFT,1
2005,003XX N DESPLAINES,THEFT,1
2005,003XX N ELIZABETH,ASSAULT,1
2005,003XX N ELIZABETH,CRIMINAL DAMAGE,1
2005,003XX N ELIZABETH,CRIMINAL TRESPASS,1
2005,003XX N ELIZABETH,DECEPTIVE PRACTICE,1
2005,003XX N ELIZABETH,MOTOR VEHICLE THEFT,1
2005,003XX N ELIZABETH,OTHER OFFENSE,1
2005,003XX N ELIZABETH,THEFT,2
2005,003XX N GREEN,ASSAULT,2
2005,003XX N GREEN,CRIMINAL DAMAGE,2
2005,003XX N GREEN,CRIMINAL TRESPASS,1
2005,003XX N GREEN,MOTOR VEHICLE THEFT,1
2005,003XX N GREEN,THEFT,7
2005,003XX N HALSTED,BATTERY,9
2005,003XX N HALSTED,CRIMINAL DAMAGE,2
2005,003XX N HALSTED,DECEPTIVE PRACTICE,1
2005,003XX N HALSTED,THEFT,8
2005,003XX N HOYNE,BURGLARY,2
2005,003XX N HOYNE,CRIMINAL DAMAGE,1
2005,003XX N HOYNE,NARCOTICS,1
2005,003XX N HOYNE,OTHER OFFENSE,1
2005,003XX N JEFFERSON,BURGLARY,1
2005,003XX N JEFFERSON,CRIMINAL DAMAGE,3
2005,003XX N JEFFERSON,OTHER OFFENSE,1
2005,003XX N JEFFERSON,THEFT,14
2005,003XX N JUSTINE,CRIMINAL TRESPASS,1
2005,003XX N JUSTINE,OTHER OFFENSE,2
2005,003XX N JUSTINE,THEFT,1
2005,003XX N LAFLIN,CRIMINAL DAMAGE,1
2005,003XX N LAFLIN,ROBBERY,2
2005,003XX N LAFLIN,THEFT,2
2005,003XX N LAKE SHORE DR,CRIMINAL TRESPASS,1
2005,003XX N LAKE SHORE DR,THEFT,1
2005,003XX N LEAVITT,BATTERY,1
2005,003XX N LEAVITT,ROBBERY,1
2005,003XX N LEAVITT,THEFT,1
2005,003XX N LOOMIS,BURGLARY,1
2005,003XX N LOOMIS,THEFT,6
2005,003XX N LOWER COLUMBUS,BATTERY,1
2005,003XX N LOWER MICHIGAN,MOTOR VEHICLE THEFT,1
2005,003XX N LOWER MICHIGAN,NARCOTICS,2
2005,003XX N LOWER MICHIGAN,THEFT,1
2005,003XX N MAY,CRIMINAL DAMAGE,2
2005,003XX N MAY,ROBBERY,1
2005,003XX N MAY,THEFT,7
2005,003XX N MICHIGAN,ASSAULT,7
2005,003XX N MICHIGAN,BATTERY,7
2005,003XX N MICHIGAN,BURGLARY,1
2005,003XX N MICHIGAN,CRIMINAL DAMAGE,6
2005,003XX N MICHIGAN,CRIMINAL TRESPASS,2
2005,003XX N MICHIGAN,DECEPTIVE PRACTICE,10
2005,003XX N MICHIGAN,NARCOTICS,3
2005,003XX N MICHIGAN,OTHER OFFENSE,3
2005,003XX N MICHIGAN,ROBBERY,3
2005,003XX N MICHIGAN,THEFT,56
2005,003XX N MORGAN,MOTOR VEHICLE THEFT,1
2005,003XX N MORGAN,THEFT,2
2005,003XX N OAKLEY,CRIMINAL DAMAGE,1
2005,003XX N OAKLEY,MOTOR VEHICLE THEFT,2
2005,003XX N OAKLEY,NARCOTICS,2
2005,003XX N OAKLEY,OTHER OFFENSE,1
2005,003XX N OAKLEY,THEFT,2
2005,003XX N OGDEN,BURGLARY,1
2005,003XX N OGDEN,DECEPTIVE PRACTICE,2
2005,003XX N OGDEN,THEFT,5
2005,003XX N PAULINA,DECEPTIVE PRACTICE,1
2005,003XX N PEORIA,ASSAULT,1
2005,003XX N PEORIA,MOTOR VEHICLE THEFT,1
2005,003XX N PEORIA,THEFT,2
2005,003XX N RACINE,CRIMINAL DAMAGE,1
2005,003XX N SANGAMON,DECEPTIVE PRACTICE,2
2005,003XX N SANGAMON,THEFT,5
2005,003XX N STATE,ASSAULT,2
2005,003XX N STATE,BATTERY,7
2005,003XX N STATE,BURGLARY,2
2005,003XX N STATE,CRIMINAL DAMAGE,4
2005,003XX N STATE,DECEPTIVE PRACTICE,2
2005,003XX N STATE,MOTOR VEHICLE THEFT,1
2005,003XX N STATE,OFFENSE INVOLVING CHILDREN,1
2005,003XX N STATE,OTHER OFFENSE,3
2005,003XX N STATE,SEX OFFENSE,2
2005,003XX N STATE,THEFT,14
2005,003XX N WABASH,CRIMINAL TRESPASS,1
2005,003XX N WABASH,DECEPTIVE PRACTICE,1
2005,003XX N WABASH,NARCOTICS,1
2005,003XX N WABASH,OTHER OFFENSE,2
2005,003XX N WABASH,THEFT,2
2005,003XX N WELLS,THEFT,1
2005,003XX N WOOD,MOTOR VEHICLE THEFT,1
2005,003XX S ABERDEEN,CRIMINAL DAMAGE,2
2005,003XX S ARTESIAN,CRIMINAL DAMAGE,1
2005,003XX S ARTESIAN,CRIMINAL TRESPASS,2
2005,003XX S ARTESIAN,DECEPTIVE PRACTICE,1
2005,003XX S ARTESIAN,THEFT,1
2005,003XX S ASHLAND,ASSAULT,1
2005,003XX S ASHLAND,BATTERY,2
2005,003XX S ASHLAND,CRIMINAL DAMAGE,1
2005,003XX S ASHLAND,CRIMINAL TRESPASS,1
2005,003XX S ASHLAND,MOTOR VEHICLE THEFT,2
2005,003XX S ASHLAND,OTHER OFFENSE,4
2005,003XX S ASHLAND,THEFT,1
2005,003XX S CAMPBELL,ASSAULT,1
2005,003XX S CAMPBELL,BATTERY,5
2005,003XX S CAMPBELL,NARCOTICS,2
2005,003XX S CAMPBELL,THEFT,1
2005,003XX S CANAL,BATTERY,3
2005,003XX S CANAL,CRIMINAL DAMAGE,3
2005,003XX S CANAL,DECEPTIVE PRACTICE,2
2005,003XX S CANAL,THEFT,18
2005,003XX S CLINTON,BATTERY,1
2005,003XX S CLINTON,CRIMINAL DAMAGE,1
2005,003XX S CLINTON,THEFT,3
2005,003XX S COLUMBUS,BATTERY,3
2005,003XX S COLUMBUS,DECEPTIVE PRACTICE,1
2005,003XX S COLUMBUS,NARCOTICS,3
2005,003XX S COLUMBUS,ROBBERY,1
2005,003XX S COLUMBUS,THEFT,4
2005,003XX S DAMEN,BATTERY,2
2005,003XX S DAMEN,CRIMINAL DAMAGE,1
2005,003XX S DAMEN,MOTOR VEHICLE THEFT,4
2005,003XX S DAMEN,OTHER OFFENSE,3
2005,003XX S DAMEN,THEFT,1
2005,003XX S DAMEN,WEAPONS VIOLATION,1
2005,003XX S DEARBORN,BATTERY,8
2005,003XX S DEARBORN,BURGLARY,1
2005,003XX S DEARBORN,CRIMINAL DAMAGE,1
2005,003XX S DEARBORN,CRIMINAL TRESPASS,5
2005,003XX S DEARBORN,DECEPTIVE PRACTICE,1
2005,003XX S DEARBORN,OTHER OFFENSE,3
2005,003XX S DEARBORN,ROBBERY,1
2005,003XX S DEARBORN,STALKING,1
2005,003XX S DEARBORN,THEFT,14
2005,003XX S DESPLAINES,CRIMINAL DAMAGE,2
2005,003XX S DESPLAINES,ROBBERY,1
2005,003XX S DESPLAINES,THEFT,7
2005,003XX S FEDERAL,BATTERY,1
2005,003XX S FEDERAL,CRIMINAL DAMAGE,1
2005,003XX S FEDERAL,THEFT,3
2005,003XX S FINANCIAL,THEFT,1
2005,003XX S FRANKLIN,CRIMINAL DAMAGE,3
2005,003XX S FRANKLIN,CRIMINAL TRESPASS,4
2005,003XX S FRANKLIN,DECEPTIVE PRACTICE,1
2005,003XX S FRANKLIN,OTHER OFFENSE,1
2005,003XX S FRANKLIN,THEFT,21
2005,003XX S GREEN,ASSAULT,1
2005,003XX S GREEN,BURGLARY,1
2005,003XX S GREEN,MOTOR VEHICLE THEFT,1
2005,003XX S GREEN,THEFT,5
2005,003XX S HALSTED,ASSAULT,1
2005,003XX S HALSTED,BATTERY,2
2005,003XX S HALSTED,BURGLARY,1
2005,003XX S HALSTED,CRIMINAL DAMAGE,3
2005,003XX S HALSTED,DECEPTIVE PRACTICE,1
2005,003XX S HALSTED,MOTOR VEHICLE THEFT,1
2005,003XX S HALSTED,SEX OFFENSE,1
2005,003XX S HALSTED,THEFT,4
2005,003XX S HOYNE,BURGLARY,1
2005,003XX S HOYNE,ROBBERY,1
2005,003XX S HOYNE,THEFT,2
2005,003XX S JEFFERSON,BURGLARY,3
2005,003XX S JEFFERSON,DECEPTIVE PRACTICE,1
2005,003XX S JEFFERSON,MOTOR VEHICLE THEFT,2
2005,003XX S JEFFERSON,OTHER OFFENSE,1
2005,003XX S JEFFERSON,THEFT,1
2005,003XX S LA SALLE,BATTERY,1
2005,003XX S LA SALLE,CRIMINAL DAMAGE,1
2005,003XX S LA SALLE,THEFT,1
2005,003XX S LAFLIN,CRIMINAL DAMAGE,1
2005,003XX S LAFLIN,THEFT,2
2005,003XX S LAKE SHORE DR,CRIM SEXUAL ASSAULT,1
2005,003XX S LAKE SHORE DR,NARCOTICS,3
2005,003XX S LAKE SHORE DR,OTHER OFFENSE,1
2005,003XX S LAKE SHORE DR,THEFT,1
2005,003XX S LEAVITT,ASSAULT,2
2005,003XX S LEAVITT,BATTERY,5
2005,003XX S LEAVITT,BURGLARY,3
2005,003XX S LEAVITT,CRIM SEXUAL ASSAULT,1
2005,003XX S LEAVITT,CRIMINAL DAMAGE,4
2005,003XX S LEAVITT,MOTOR VEHICLE THEFT,2
2005,003XX S LEAVITT,NARCOTICS,2
2005,003XX S LEAVITT,OTHER OFFENSE,2
2005,003XX S LEAVITT,THEFT,6
2005,003XX S LOOMIS,ASSAULT,2
2005,003XX S LOOMIS,BATTERY,1
2005,003XX S LOOMIS,BURGLARY,1
2005,003XX S LOOMIS,CRIMINAL TRESPASS,1
2005,003XX S LOOMIS,MOTOR VEHICLE THEFT,1
2005,003XX S LOOMIS,OTHER OFFENSE,2
2005,003XX S LOOMIS,THEFT,1
2005,003XX S LOWER WACKER,BATTERY,1
2005,003XX S LOWER WACKER,MOTOR VEHICLE THEFT,1
2005,003XX S MAPLEWOOD,THEFT,1
2005,003XX S MICHIGAN,ASSAULT,3
2005,003XX S MICHIGAN,BATTERY,2
2005,003XX S MICHIGAN,CRIMINAL DAMAGE,4
2005,003XX S MICHIGAN,DECEPTIVE PRACTICE,7
2005,003XX S MICHIGAN,NARCOTICS,2
2005,003XX S MICHIGAN,OTHER OFFENSE,2
2005,003XX S MICHIGAN,ROBBERY,1
2005,003XX S MICHIGAN,THEFT,14
2005,003XX S MORGAN,BATTERY,1
2005,003XX S MORGAN,BURGLARY,1
2005,003XX S MORGAN,CRIMINAL DAMAGE,1
2005,003XX S MORGAN,MOTOR VEHICLE THEFT,1
2005,003XX S MORGAN,THEFT,6
2005,003XX S OAKLEY,CRIMINAL DAMAGE,2
2005,003XX S OAKLEY,CRIMINAL TRESPASS,1
2005,003XX S OAKLEY,NARCOTICS,1
2005,003XX S PAULINA,BATTERY,1
2005,003XX S PEORIA,ASSAULT,1
2005,003XX S PEORIA,BURGLARY,1
2005,003XX S PEORIA,CRIMINAL DAMAGE,1
2005,003XX S PEORIA,THEFT,7
2005,003XX S PLYMOUTH,CRIMINAL DAMAGE,1
2005,003XX S PLYMOUTH,CRIMINAL TRESPASS,1
2005,003XX S PLYMOUTH,DECEPTIVE PRACTICE,1
2005,003XX S PLYMOUTH,LIQUOR LAW VIOLATION,1
2005,003XX S PLYMOUTH,MOTOR VEHICLE THEFT,1
2005,003XX S PLYMOUTH,OTHER OFFENSE,1
2005,003XX S PLYMOUTH,ROBBERY,1
2005,003XX S PLYMOUTH,THEFT,2
2005,003XX S RACINE,BATTERY,1
2005,003XX S RACINE,CRIMINAL DAMAGE,3
2005,003XX S RACINE,DECEPTIVE PRACTICE,1
2005,003XX S RACINE,THEFT,1
2005,003XX S RIVERSIDE,DECEPTIVE PRACTICE,1
2005,003XX S RIVERSIDE,OTHER OFFENSE,1
2005,003XX S RIVERSIDE,THEFT,7
2005,003XX S SANGAMON,BURGLARY,2
2005,003XX S SANGAMON,MOTOR VEHICLE THEFT,1
2005,003XX S SANGAMON,THEFT,5
2005,003XX S SEELEY,ASSAULT,1
2005,003XX S SEELEY,BATTERY,1
2005,003XX S SEELEY,MOTOR VEHICLE THEFT,1
2005,003XX S SEELEY,ROBBERY,3
2005,003XX S SEELEY,THEFT,1
2005,003XX S STATE,ASSAULT,3
2005,003XX S STATE,BATTERY,9
2005,003XX S STATE,CRIMINAL DAMAGE,2
2005,003XX S STATE,CRIMINAL TRESPASS,5
2005,003XX S STATE,DECEPTIVE PRACTICE,20
2005,003XX S STATE,NARCOTICS,5
2005,003XX S STATE,OFFENSE INVOLVING CHILDREN,1
2005,003XX S STATE,OTHER OFFENSE,4
2005,003XX S STATE,PUBLIC PEACE VIOLATION,1
2005,003XX S STATE,ROBBERY,3
2005,003XX S STATE,SEX OFFENSE,4
2005,003XX S STATE,THEFT,27
2005,003XX S STATE,WEAPONS VIOLATION,2
2005,003XX S THROOP,ASSAULT,1
2005,003XX S THROOP,CRIMINAL DAMAGE,1
2005,003XX S THROOP,DECEPTIVE PRACTICE,1
2005,003XX S THROOP,MOTOR VEHICLE THEFT,1
2005,003XX S THROOP,ROBBERY,1
2005,003XX S THROOP,THEFT,2
2005,003XX S WABASH,BATTERY,3
2005,003XX S WABASH,CRIMINAL DAMAGE,2
2005,003XX S WABASH,DECEPTIVE PRACTICE,2
2005,003XX S WABASH,OTHER OFFENSE,1
2005,003XX S WABASH,THEFT,10
2005,003XX S WACKER,ASSAULT,1
2005,003XX S WACKER,BATTERY,2
2005,003XX S WACKER,BURGLARY,1
2005,003XX S WACKER,CRIMINAL DAMAGE,3
2005,003XX S WACKER,CRIMINAL TRESPASS,2
2005,003XX S WACKER,DECEPTIVE PRACTICE,4
2005,003XX S WACKER,MOTOR VEHICLE THEFT,1
2005,003XX S WACKER,NARCOTICS,1
2005,003XX S WACKER,OTHER OFFENSE,4
2005,003XX S WACKER,THEFT,17
2005,003XX S WELLS,ASSAULT,1
2005,003XX S WELLS,BATTERY,1
2005,003XX S WELLS,CRIMINAL DAMAGE,1
2005,003XX S WELLS,CRIMINAL TRESPASS,1
2005,003XX S WELLS,OTHER OFFENSE,1
2005,003XX S WELLS,THEFT,21
2005,003XX S WESTERN,ASSAULT,1
2005,003XX S WESTERN,BATTERY,10
2005,003XX S WESTERN,CRIMINAL DAMAGE,1
2005,003XX S WESTERN,CRIMINAL TRESPASS,3
2005,003XX S WESTERN,DECEPTIVE PRACTICE,1
2005,003XX S WESTERN,NARCOTICS,6
2005,003XX S WESTERN,OFFENSE INVOLVING CHILDREN,2
2005,003XX S WESTERN,OTHER OFFENSE,5
2005,003XX S WESTERN,ROBBERY,2
2005,003XX S WESTERN,THEFT,2
2005,003XX S WOOD,THEFT,1
2005,003XX W ADAMS,BATTERY,3
2005,003XX W ADAMS,BURGLARY,1
2005,003XX W ADAMS,DECEPTIVE PRACTICE,2
2005,003XX W ADAMS,OTHER OFFENSE,1
2005,003XX W ADAMS,ROBBERY,1
2005,003XX W ADAMS,THEFT,2
2005,003XX W COURT,MOTOR VEHICLE THEFT,1
2005,003XX W JACKSON,ROBBERY,1
2005,003XX W JACKSON,THEFT,3
2005,003XX W JACKSON,WEAPONS VIOLATION,1
2005,003XX W LAKE,BURGLARY,1
2005,003XX W LAKE,DECEPTIVE PRACTICE,4
2005,003XX W LAKE,NARCOTICS,1
2005,003XX W LAKE,THEFT,5
2005,003XX W LOWER WACKER,CRIMINAL DAMAGE,1
2005,003XX W MADISON,ASSAULT,2
2005,003XX W MADISON,CRIMINAL DAMAGE,1
2005,003XX W MADISON,DECEPTIVE PRACTICE,1
2005,003XX W MADISON,OTHER OFFENSE,1
2005,003XX W MADISON,THEFT,6
2005,003XX W MONROE,BATTERY,2
2005,003XX W MONROE,DECEPTIVE PRACTICE,4
2005,003XX W MONROE,NARCOTICS,1
2005,003XX W MONROE,OTHER OFFENSE,3
2005,003XX W MONROE,THEFT,8
2005,003XX W POLK,THEFT,1
2005,003XX W RANDOLPH,BURGLARY,2
2005,003XX W RANDOLPH,CRIMINAL DAMAGE,1
2005,003XX W RANDOLPH,DECEPTIVE PRACTICE,1
2005,003XX W RANDOLPH,OTHER OFFENSE,1
2005,003XX W RANDOLPH,THEFT,5
2005,003XX W ROOSEVELT,NARCOTICS,1
2005,003XX W ROOSEVELT,THEFT,1
2005,003XX W VAN BUREN,BATTERY,2
2005,003XX W VAN BUREN,CRIMINAL DAMAGE,1
2005,003XX W VAN BUREN,MOTOR VEHICLE THEFT,2
2005,003XX W VAN BUREN,THEFT,3
2005,003XX W WACKER,BATTERY,1
2005,003XX W WACKER,DECEPTIVE PRACTICE,2
2005,003XX W WACKER,NARCOTICS,1
2005,003XX W WACKER,OTHER OFFENSE,4
2005,003XX W WACKER,THEFT,7
2005,003XX W WASHINGTON,ASSAULT,1
2005,003XX W WASHINGTON,BURGLARY,1
2005,003XX W WASHINGTON,DECEPTIVE PRACTICE,1
2005,003XX W WASHINGTON,THEFT,12
2005,004XX E 18TH,MOTOR VEHICLE THEFT,2
2005,004XX E 23RD,THEFT,3
2005,004XX E 25TH,BURGLARY,1
2005,004XX E 25TH,CRIMINAL TRESPASS,1
2005,004XX E 25TH,MOTOR VEHICLE THEFT,1
2005,004XX E 25TH,OTHER OFFENSE,1
2005,004XX E 25TH,THEFT,1
2005,004XX E 26TH,CRIMINAL TRESPASS,1
2005,004XX E 26TH,THEFT,1
2005,004XX E LOWER WACKER,CRIMINAL DAMAGE,3
2005,004XX E LOWER WACKER,CRIMINAL TRESPASS,1
2005,004XX E LOWER WACKER,DECEPTIVE PRACTICE,6
2005,004XX E LOWER WACKER,MOTOR VEHICLE THEFT,1
2005,004XX E MC FETRIDGE,ASSAULT,2
2005,004XX E MC FETRIDGE,BATTERY,10
2005,004XX E MC FETRIDGE,CRIMINAL TRESPASS,1
2005,004XX E MC FETRIDGE,DECEPTIVE PRACTICE,3
2005,004XX E MC FETRIDGE,OTHER OFFENSE,1
2005,004XX E MC FETRIDGE,PUBLIC PEACE VIOLATION,1
2005,004XX E MC FETRIDGE,THEFT,7
2005,004XX E MONROE,THEFT,4
2005,004XX E RANDOLPH,ASSAULT,3
2005,004XX E RANDOLPH,BATTERY,3
2005,004XX E RANDOLPH,CRIMINAL DAMAGE,3
2005,004XX E RANDOLPH,CRIMINAL TRESPASS,1
2005,004XX E RANDOLPH,DECEPTIVE PRACTICE,4
2005,004XX E RANDOLPH,MOTOR VEHICLE THEFT,1
2005,004XX E RANDOLPH,NARCOTICS,1
2005,004XX E RANDOLPH,OTHER OFFENSE,3
2005,004XX E RANDOLPH,THEFT,10
2005,004XX E SOUTH WATER,BATTERY,2
2005,004XX E SOUTH WATER,DECEPTIVE PRACTICE,3
2005,004XX E SOUTH WATER,OTHER OFFENSE,1
2005,004XX E SOUTH WATER,THEFT,4
2005,004XX E WACKER,BATTERY,3
2005,004XX E WACKER,CRIMINAL DAMAGE,1
2005,004XX E WACKER,DECEPTIVE PRACTICE,1
2005,004XX E WACKER,MOTOR VEHICLE THEFT,2
2005,004XX E WACKER,NARCOTICS,1
2005,004XX E WACKER,THEFT,2
2005,004XX E WALDRON,BATTERY,1
2005,004XX E WALDRON,CRIMINAL DAMAGE,1
2005,004XX E WALDRON,MOTOR VEHICLE THEFT,1
2005,004XX E WALDRON,THEFT,1
2005,004XX N WATERSIDE,CRIMINAL TRESPASS,1
2005,004XX S ASHLAND,BATTERY,1
2005,004XX S ASHLAND,CRIMINAL TRESPASS,1
2005,004XX S ASHLAND,DECEPTIVE PRACTICE,1
2005,004XX S ASHLAND,MOTOR VEHICLE THEFT,1
2005,004XX S ASHLAND,THEFT,1
2005,004XX S CLARK,ASSAULT,1
2005,004XX S CLARK,BATTERY,2
2005,004XX S CLARK,CRIMINAL DAMAGE,1
2005,004XX S CLARK,CRIMINAL TRESPASS,1
2005,004XX S CLARK,OTHER OFFENSE,2
2005,004XX S CLARK,PUBLIC PEACE VIOLATION,1
2005,004XX S CLARK,THEFT,2
2005,004XX S CLINTON,ASSAULT,1
2005,004XX S CLINTON,BATTERY,2
2005,004XX S CLINTON,BURGLARY,6
2005,004XX S CLINTON,CRIM SEXUAL ASSAULT,1
2005,004XX S CLINTON,CRIMINAL DAMAGE,1
2005,004XX S CLINTON,CRIMINAL TRESPASS,2
2005,004XX S CLINTON,NARCOTICS,1
2005,004XX S CLINTON,OTHER OFFENSE,1
2005,004XX S CLINTON,ROBBERY,2
2005,004XX S CLINTON,THEFT,9
2005,004XX S CLINTON,WEAPONS VIOLATION,1
2005,004XX S COLUMBUS,DECEPTIVE PRACTICE,1
2005,004XX S COLUMBUS,NARCOTICS,2
2005,004XX S COLUMBUS,PUBLIC PEACE VIOLATION,1
2005,004XX S COLUMBUS,ROBBERY,1
2005,004XX S COLUMBUS,THEFT,1
2005,004XX S DAMEN,ASSAULT,1
2005,004XX S DAMEN,BATTERY,2
2005,004XX S DAMEN,MOTOR VEHICLE THEFT,1
2005,004XX S DAMEN,NARCOTICS,2
2005,004XX S DAMEN,THEFT,3
2005,004XX S DEARBORN,ASSAULT,2
2005,004XX S DEARBORN,BATTERY,4
2005,004XX S DEARBORN,BURGLARY,2
2005,004XX S DEARBORN,CRIMINAL DAMAGE,2
2005,004XX S DEARBORN,CRIMINAL TRESPASS,3
2005,004XX S DEARBORN,DECEPTIVE PRACTICE,1
2005,004XX S DEARBORN,LIQUOR LAW VIOLATION,1
2005,004XX S DEARBORN,MOTOR VEHICLE THEFT,1
2005,004XX S DEARBORN,OTHER OFFENSE,1
2005,004XX S DEARBORN,ROBBERY,2
2005,004XX S DEARBORN,THEFT,2
2005,004XX S DESPLAINES,CRIMINAL DAMAGE,1
2005,004XX S DESPLAINES,THEFT,1
2005,004XX S FEDERAL,THEFT,1
2005,004XX S FINANCIAL,BATTERY,1
2005,004XX S FINANCIAL,BURGLARY,1
2005,004XX S FINANCIAL,CRIMINAL DAMAGE,1
2005,004XX S FINANCIAL,CRIMINAL TRESPASS,2
2005,004XX S FINANCIAL,OTHER OFFENSE,1
2005,004XX S FINANCIAL,THEFT,2
2005,004XX S FRANKLIN,ASSAULT,1
2005,004XX S FRANKLIN,CRIMINAL TRESPASS,1
2005,004XX S FRANKLIN,NARCOTICS,1
2005,004XX S FRANKLIN,THEFT,9
2005,004XX S GREEN,CRIMINAL DAMAGE,2
2005,004XX S GREEN,THEFT,3
2005,004XX S HALSTED,BATTERY,1
2005,004XX S HALSTED,CRIMINAL DAMAGE,2
2005,004XX S HALSTED,DECEPTIVE PRACTICE,1
2005,004XX S HALSTED,ROBBERY,1
2005,004XX S HALSTED,THEFT,8
2005,004XX S JEFFERSON,BURGLARY,4
2005,004XX S JEFFERSON,CRIMINAL DAMAGE,2
2005,004XX S JEFFERSON,DECEPTIVE PRACTICE,1
2005,004XX S JEFFERSON,MOTOR VEHICLE THEFT,3
2005,004XX S JEFFERSON,ROBBERY,1
2005,004XX S JEFFERSON,THEFT,5
2005,004XX S LA SALLE,ASSAULT,2
2005,004XX S LA SALLE,BATTERY,3
2005,004XX S LA SALLE,BURGLARY,1
2005,004XX S LA SALLE,CRIMINAL TRESPASS,2
2005,004XX S LA SALLE,DECEPTIVE PRACTICE,5
2005,004XX S LA SALLE,INTERFERENCE WITH PUBLIC OFFICER,1
2005,004XX S LA SALLE,OTHER OFFENSE,4
2005,004XX S LA SALLE,THEFT,8
2005,004XX S LAKE SHORE DR,NARCOTICS,3
2005,004XX S LOOMIS,BATTERY,1
