YEAR,CENSUS BLOCK,Primary Type,ID
2001,0000X E 8TH,CRIM SEXUAL ASSAULT,1
2001,0000X E JACKSON,DECEPTIVE PRACTICE,2
2001,0000X E LAKE,DECEPTIVE PRACTICE,2
2001,0000X E LAKE,MOTOR VEHICLE THEFT,4
2001,0000X E MONROE,DECEPTIVE PRACTICE,1
2001,0000X E VAN BUREN,MOTOR VEHICLE THEFT,1
2001,0000X E WACKER,DECEPTIVE PRACTICE,1
2001,0000X N ASHLAND,INTERFERENCE WITH PUBLIC OFFICER,1
2001,0000X N CLARK,BATTERY,1
2001,0000X N CLINTON,THEFT,1
2001,0000X N DEARBORN,MOTOR VEHICLE THEFT,1
2001,0000X N DESPLAINES,MOTOR VEHICLE THEFT,1
2001,0000X N LA SALLE,THEFT,1
2001,0000X N THROOP,THEFT,1
2001,0000X N WACKER,THEFT,1
2001,0000X S DEARBORN,DECEPTIVE PRACTICE,1
2001,0000X S LA SALLE,DECEPTIVE PRACTICE,1
2001,0000X S LA SALLE,THEFT,1
2001,0000X S MICHIGAN,THEFT,1
2001,0000X S THROOP,THEFT,1
2001,0000X S WABASH,DECEPTIVE PRACTICE,1
2001,0000X W CERMAK,THEFT,1
2001,0000X W CONGRESS,OTHER OFFENSE,1
2001,0000X W MONROE,DECEPTIVE PRACTICE,1
2001,0000X W WASHINGTON,BATTERY,1
2001,0000X W WASHINGTON,DECEPTIVE PRACTICE,3
2001,0000X W WASHINGTON,MOTOR VEHICLE THEFT,1
2001,001XX E WACKER,ASSAULT,1
2001,001XX N CLARK,MOTOR VEHICLE THEFT,1
2001,001XX N ELIZABETH,THEFT,1
2001,001XX N FRANKLIN,DECEPTIVE PRACTICE,1
2001,001XX N HARBOR,THEFT,1
2001,001XX N JEFFERSON,HOMICIDE,1
2001,001XX N LA SALLE,DECEPTIVE PRACTICE,2
2001,001XX N LA SALLE,THEFT,1
2001,001XX N MICHIGAN,DECEPTIVE PRACTICE,2
2001,001XX N MICHIGAN,OTHER OFFENSE,1
2001,001XX N MICHIGAN,THEFT,1
2001,001XX N STATE,THEFT,1
2001,001XX N STETSON,DECEPTIVE PRACTICE,1
2001,001XX N WABASH,DECEPTIVE PRACTICE,1
2001,001XX N WACKER,THEFT,1
2001,001XX N WESTERN,DECEPTIVE PRACTICE,1
2001,001XX S CAMPBELL,CRIMINAL DAMAGE,1
2001,001XX S CANAL,THEFT,1
2001,001XX S CLARK,OTHER OFFENSE,1
2001,001XX S DEARBORN,OTHER OFFENSE,1
2001,001XX S DEARBORN,THEFT,1
2001,001XX S LA SALLE,DECEPTIVE PRACTICE,1
2001,001XX S RIVERSIDE,BATTERY,1
2001,001XX S WABASH,LIQUOR LAW VIOLATION,1
2001,001XX S WACKER,THEFT,1
2001,001XX W JACKSON,DECEPTIVE PRACTICE,1
2001,001XX W SOUTH WATER MARKET,DECEPTIVE PRACTICE,1
2001,001XX W WASHINGTON,DECEPTIVE PRACTICE,1
2001,001XX W WASHINGTON,THEFT,1
2001,002XX E RANDOLPH,DECEPTIVE PRACTICE,1
2001,002XX E WACKER,THEFT,1
2001,002XX N CLARK,DECEPTIVE PRACTICE,1
2001,002XX N CLARK,MOTOR VEHICLE THEFT,1
2001,002XX N JUSTINE,MOTOR VEHICLE THEFT,1
2001,002XX N LA SALLE,DECEPTIVE PRACTICE,1
2001,002XX N LA SALLE,THEFT,2
2001,002XX N MICHIGAN,DECEPTIVE PRACTICE,1
2001,002XX S LA SALLE,DECEPTIVE PRACTICE,1
2001,002XX S MICHIGAN,THEFT,1
2001,002XX S STATE,BATTERY,1
2001,002XX S WACKER,DECEPTIVE PRACTICE,1
2001,002XX W MONROE,THEFT,1
2001,002XX W RANDOLPH,DECEPTIVE PRACTICE,1
2001,002XX W RANDOLPH,THEFT,1
2001,002XX W WACKER,THEFT,1
2001,003XX E WACKER,HOMICIDE,1
2001,003XX N OAKLEY,THEFT,1
2001,003XX N STATE,DECEPTIVE PRACTICE,1
2001,003XX N UNION,MOTOR VEHICLE THEFT,1
2001,003XX S DAMEN,THEFT,1
2001,003XX S MAPLEWOOD,BATTERY,1
2001,003XX S MAPLEWOOD,CRIMINAL DAMAGE,1
2001,003XX S WESTERN,HOMICIDE,1
2001,003XX S WESTERN,THEFT,1
2001,003XX W MADISON,DECEPTIVE PRACTICE,1
2001,004XX E RANDOLPH,DECEPTIVE PRACTICE,1
2001,004XX E RANDOLPH,THEFT,2
2001,004XX S DEARBORN,THEFT,1
2001,004XX S LA SALLE,DECEPTIVE PRACTICE,1
2001,005XX S DEARBORN,DECEPTIVE PRACTICE,1
2001,005XX W 15TH,MOTOR VEHICLE THEFT,1
2001,005XX W MADISON,DECEPTIVE PRACTICE,1
2001,005XX W MADISON,THEFT,1
2001,005XX W ROOSEVELT,MOTOR VEHICLE THEFT,1
2001,005XX W TAYLOR,THEFT,1
2001,006XX S DEARBORN,THEFT,1
2001,006XX S HOYNE,MOTOR VEHICLE THEFT,1
2001,006XX S WELLS,OFFENSE INVOLVING CHILDREN,1
2001,006XX W MADISON,THEFT,2
2001,007XX S HALSTED,THEFT,1
2001,007XX S MICHIGAN,NARCOTICS,1
2001,007XX S WABASH,DECEPTIVE PRACTICE,1
2001,007XX S WABASH,MOTOR VEHICLE THEFT,1
2001,007XX S WELLS,THEFT,1
2001,007XX W JACKSON,MOTOR VEHICLE THEFT,1
2001,008XX S CLAREMONT,DECEPTIVE PRACTICE,1
2001,008XX S LYTLE,HOMICIDE,1
2001,008XX S MAY,SEX OFFENSE,1
2001,008XX S PARK,THEFT,1
2001,008XX S WELLS,DECEPTIVE PRACTICE,1
2001,008XX W ADAMS,MOTOR VEHICLE THEFT,1
2001,008XX W KINZIE,HOMICIDE,1
2001,008XX W LAKE,MOTOR VEHICLE THEFT,1
2001,009XX S ASHLAND,THEFT,1
2001,009XX S BELL,OTHER OFFENSE,1
2001,009XX S WESTERN,ROBBERY,1
2001,009XX W ADAMS,THEFT,1
2001,009XX W LAKE,MOTOR VEHICLE THEFT,2
2001,009XX W RANDOLPH,MOTOR VEHICLE THEFT,1
2001,010XX W 13TH,BURGLARY,1
2001,010XX W 14TH,THEFT,1
2001,010XX W JACKSON,DECEPTIVE PRACTICE,1
2001,010XX W VERNON PARK,THEFT,1
2001,011XX S HAMILTON,MOTOR VEHICLE THEFT,1
2001,011XX S HAMILTON,SEX OFFENSE,5
2001,011XX S LAFLIN,WEAPONS VIOLATION,1
2001,011XX S MICHIGAN,THEFT,1
2001,011XX W JACKSON,DECEPTIVE PRACTICE,1
2001,011XX W MADISON,MOTOR VEHICLE THEFT,1
2001,011XX W VAN BUREN,MOTOR VEHICLE THEFT,1
2001,011XX W VERNON PARK,BURGLARY,1
2001,012XX S CANAL,SEX OFFENSE,1
2001,012XX S DAMEN,OFFENSE INVOLVING CHILDREN,1
2001,012XX S LAFLIN,HOMICIDE,1
2001,012XX S WABASH,MOTOR VEHICLE THEFT,1
2001,012XX S WOOD,HOMICIDE,1
2001,013XX S JEFFERSON,MOTOR VEHICLE THEFT,1
2001,013XX S PLYMOUTH,THEFT,1
2001,013XX S WABASH,MOTOR VEHICLE THEFT,1
2001,013XX W 14TH,MOTOR VEHICLE THEFT,1
2001,013XX W 15TH,DECEPTIVE PRACTICE,1
2001,013XX W LAKE,DECEPTIVE PRACTICE,1
2001,013XX W TAYLOR,BATTERY,1
2001,013XX W VAN BUREN,MOTOR VEHICLE THEFT,1
2001,013XX W VAN BUREN,THEFT,1
2001,014XX S ASHLAND,ROBBERY,1
2001,014XX S INDIANA,THEFT,1
2001,014XX W ROOSEVELT,MOTOR VEHICLE THEFT,1
2001,015XX S LOOMIS,HOMICIDE,1
2001,015XX S MICHIGAN,THEFT,1
2001,015XX S STATE,THEFT,1
2001,015XX S WABASH,THEFT,1
2001,015XX W 15TH,SEX OFFENSE,1
2001,015XX W 15TH,WEAPONS VIOLATION,1
2001,015XX W MONROE,THEFT,1
2001,016XX W 16TH,THEFT,1
2001,016XX W LAKE,THEFT,1
2001,016XX W OGDEN,THEFT,1
2001,016XX W TAYLOR,THEFT,1
2001,017XX S STATE,THEFT,1
2001,017XX W CONGRESS,DECEPTIVE PRACTICE,1
2001,018XX W HARRISON,MOTOR VEHICLE THEFT,1
2001,019XX S ARCHER,MOTOR VEHICLE THEFT,1
2001,019XX W HARRISON,DECEPTIVE PRACTICE,1
2001,019XX W HARRISON,OTHER OFFENSE,1
2001,019XX W HARRISON,THEFT,2
2001,020XX S INDIANA,MOTOR VEHICLE THEFT,1
2001,020XX S MICHIGAN,THEFT,1
2001,020XX S STATE,MOTOR VEHICLE THEFT,1
2001,020XX S STATE,THEFT,2
2001,020XX W CARROLL,MOTOR VEHICLE THEFT,1
2001,020XX W JACKSON,THEFT,1
2001,021XX S MICHIGAN,DECEPTIVE PRACTICE,1
2001,021XX S MICHIGAN,THEFT,1
2001,021XX S WABASH,DECEPTIVE PRACTICE,1
2001,021XX W LEXINGTON,THEFT,1
2001,021XX W MAYPOLE,CRIM SEXUAL ASSAULT,1
2001,021XX W WARREN,THEFT,1
2001,022XX S STATE,BATTERY,5
2001,022XX S STATE,HOMICIDE,2
2001,022XX S STATE,ROBBERY,1
2001,023XX S MICHIGAN,DECEPTIVE PRACTICE,1
2001,023XX W HARRISON,CRIMINAL DAMAGE,1
2001,023XX W HARRISON,MOTOR VEHICLE THEFT,1
2001,023XX W JACKSON,THEFT,1
2001,023XX W ROOSEVELT,HOMICIDE,1
2001,024XX S STATE,BATTERY,1
2001,024XX S STATE,DECEPTIVE PRACTICE,2
2001,024XX S STATE,OTHER OFFENSE,1
2001,024XX S WABASH,MOTOR VEHICLE THEFT,1
2001,024XX W MONROE,HOMICIDE,1
2001,024XX W ROOSEVELT,PROSTITUTION,1
2001,025XX S DR MARTIN LUTHER KING JR,SEX OFFENSE,1
2001,025XX S MICHIGAN,DECEPTIVE PRACTICE,1
2001,025XX S STATE,HOMICIDE,1
2001,025XX S STATE,THEFT,1
2001,025XX W CONGRESS,BATTERY,1
2001,025XX W JACKSON,BATTERY,1
2001,025XX W JACKSON,BURGLARY,1
2001,025XX W MONROE,MOTOR VEHICLE THEFT,1
2001,026XX W ROOSEVELT,THEFT,1
2002,0000X E 11TH,MOTOR VEHICLE THEFT,1
2002,0000X E 11TH,THEFT,3
2002,0000X E 13TH,BATTERY,1
2002,0000X E 13TH,CRIMINAL DAMAGE,1
2002,0000X E 13TH,MOTOR VEHICLE THEFT,2
2002,0000X E 13TH,ROBBERY,1
2002,0000X E 13TH,THEFT,2
2002,0000X E 14TH,BATTERY,1
2002,0000X E 14TH,CRIMINAL TRESPASS,1
2002,0000X E 14TH,MOTOR VEHICLE THEFT,1
2002,0000X E 14TH,OTHER OFFENSE,1
2002,0000X E 14TH,ROBBERY,1
2002,0000X E 14TH,THEFT,10
2002,0000X E 16TH,CRIMINAL DAMAGE,1
2002,0000X E 16TH,CRIMINAL TRESPASS,1
2002,0000X E 16TH,MOTOR VEHICLE THEFT,4
2002,0000X E 16TH,THEFT,1
2002,0000X E 18TH,THEFT,1
2002,0000X E 21ST,BATTERY,2
2002,0000X E 21ST,BURGLARY,1
2002,0000X E 21ST,MOTOR VEHICLE THEFT,1
2002,0000X E 21ST,NARCOTICS,6
2002,0000X E 21ST,OTHER OFFENSE,2
2002,0000X E 21ST,THEFT,7
2002,0000X E 23RD,BATTERY,1
2002,0000X E 23RD,CRIMINAL TRESPASS,5
2002,0000X E 23RD,MOTOR VEHICLE THEFT,1
2002,0000X E 23RD,NARCOTICS,11
2002,0000X E 23RD,OTHER OFFENSE,2
2002,0000X E 23RD,THEFT,1
2002,0000X E 24TH,BATTERY,1
2002,0000X E 24TH,MOTOR VEHICLE THEFT,1
2002,0000X E 24TH,NARCOTICS,9
2002,0000X E 24TH,OTHER OFFENSE,1
2002,0000X E 24TH,THEFT,1
2002,0000X E 26TH,BURGLARY,2
2002,0000X E 26TH,THEFT,3
2002,0000X E 8TH,ASSAULT,2
2002,0000X E 8TH,BATTERY,3
2002,0000X E 8TH,BURGLARY,3
2002,0000X E 8TH,CRIMINAL DAMAGE,2
2002,0000X E 8TH,DECEPTIVE PRACTICE,2
2002,0000X E 8TH,MOTOR VEHICLE THEFT,4
2002,0000X E 8TH,OTHER OFFENSE,3
2002,0000X E 8TH,THEFT,9
2002,0000X E 9TH,CRIMINAL DAMAGE,2
2002,0000X E 9TH,CRIMINAL TRESPASS,2
2002,0000X E 9TH,DECEPTIVE PRACTICE,1
2002,0000X E 9TH,NARCOTICS,1
2002,0000X E 9TH,OTHER OFFENSE,4
2002,0000X E 9TH,ROBBERY,1
2002,0000X E 9TH,SEX OFFENSE,1
2002,0000X E ADAMS,ASSAULT,5
2002,0000X E ADAMS,BATTERY,2
2002,0000X E ADAMS,BURGLARY,2
2002,0000X E ADAMS,CRIMINAL TRESPASS,4
2002,0000X E ADAMS,DECEPTIVE PRACTICE,7
2002,0000X E ADAMS,LIQUOR LAW VIOLATION,1
2002,0000X E ADAMS,MOTOR VEHICLE THEFT,1
2002,0000X E ADAMS,OTHER OFFENSE,2
2002,0000X E ADAMS,PUBLIC PEACE VIOLATION,1
2002,0000X E ADAMS,ROBBERY,4
2002,0000X E ADAMS,THEFT,24
2002,0000X E ADAMS,WEAPONS VIOLATION,1
2002,0000X E BALBO,ASSAULT,3
2002,0000X E BALBO,CRIMINAL TRESPASS,1
2002,0000X E BALBO,DECEPTIVE PRACTICE,4
2002,0000X E BALBO,MOTOR VEHICLE THEFT,1
2002,0000X E BALBO,NARCOTICS,3
2002,0000X E BALBO,OTHER OFFENSE,2
2002,0000X E BALBO,THEFT,5
2002,0000X E CERMAK,ASSAULT,1
2002,0000X E CERMAK,BATTERY,3
2002,0000X E CERMAK,BURGLARY,1
2002,0000X E CERMAK,CRIMINAL DAMAGE,1
2002,0000X E CERMAK,CRIMINAL TRESPASS,4
2002,0000X E CERMAK,DECEPTIVE PRACTICE,1
2002,0000X E CERMAK,NARCOTICS,3
2002,0000X E CERMAK,OTHER OFFENSE,1
2002,0000X E CERMAK,ROBBERY,1
2002,0000X E CERMAK,THEFT,6
2002,0000X E CONGRESS,ASSAULT,1
2002,0000X E CONGRESS,BATTERY,2
2002,0000X E CONGRESS,BURGLARY,1
2002,0000X E CONGRESS,CRIMINAL DAMAGE,2
2002,0000X E CONGRESS,DECEPTIVE PRACTICE,1
2002,0000X E CONGRESS,MOTOR VEHICLE THEFT,1
2002,0000X E CONGRESS,THEFT,9
2002,0000X E CULLERTON,ASSAULT,1
2002,0000X E CULLERTON,CRIMINAL DAMAGE,2
2002,0000X E CULLERTON,NARCOTICS,2
2002,0000X E CULLERTON,THEFT,4
2002,0000X E HARRISON,BATTERY,6
2002,0000X E HARRISON,CRIMINAL DAMAGE,1
2002,0000X E HARRISON,MOTOR VEHICLE THEFT,1
2002,0000X E HARRISON,NARCOTICS,1
2002,0000X E HARRISON,ROBBERY,1
2002,0000X E HARRISON,THEFT,4
2002,0000X E JACKSON,ASSAULT,4
2002,0000X E JACKSON,BATTERY,6
2002,0000X E JACKSON,BURGLARY,3
2002,0000X E JACKSON,CRIMINAL DAMAGE,4
2002,0000X E JACKSON,CRIMINAL TRESPASS,22
2002,0000X E JACKSON,DECEPTIVE PRACTICE,7
2002,0000X E JACKSON,NARCOTICS,2
2002,0000X E JACKSON,OTHER OFFENSE,4
2002,0000X E JACKSON,SEX OFFENSE,1
2002,0000X E JACKSON,THEFT,49
2002,0000X E LAKE,ASSAULT,9
2002,0000X E LAKE,BATTERY,2
2002,0000X E LAKE,BURGLARY,1
2002,0000X E LAKE,CRIMINAL TRESPASS,10
2002,0000X E LAKE,DECEPTIVE PRACTICE,18
2002,0000X E LAKE,MOTOR VEHICLE THEFT,1
2002,0000X E LAKE,NARCOTICS,2
2002,0000X E LAKE,OTHER OFFENSE,2
2002,0000X E LAKE,PUBLIC PEACE VIOLATION,1
2002,0000X E LAKE,ROBBERY,2
2002,0000X E LAKE,SEX OFFENSE,1
2002,0000X E LAKE,THEFT,27
2002,0000X E LOWER WACKER,NARCOTICS,1
2002,0000X E LOWER WACKER,THEFT,1
2002,0000X E MADISON,ASSAULT,2
2002,0000X E MADISON,BATTERY,4
2002,0000X E MADISON,BURGLARY,3
2002,0000X E MADISON,CRIM SEXUAL ASSAULT,1
2002,0000X E MADISON,CRIMINAL DAMAGE,1
2002,0000X E MADISON,CRIMINAL TRESPASS,1
2002,0000X E MADISON,DECEPTIVE PRACTICE,4
2002,0000X E MADISON,OTHER OFFENSE,1
2002,0000X E MADISON,ROBBERY,3
2002,0000X E MADISON,THEFT,15
2002,0000X E MONROE,ASSAULT,2
2002,0000X E MONROE,BATTERY,11
2002,0000X E MONROE,BURGLARY,3
2002,0000X E MONROE,CRIMINAL DAMAGE,2
2002,0000X E MONROE,CRIMINAL TRESPASS,5
2002,0000X E MONROE,DECEPTIVE PRACTICE,7
2002,0000X E MONROE,NARCOTICS,1
2002,0000X E MONROE,OTHER OFFENSE,2
2002,0000X E MONROE,PROSTITUTION,2
2002,0000X E MONROE,THEFT,51
2002,0000X E MONROE,WEAPONS VIOLATION,1
2002,0000X E RANDOLPH,ASSAULT,2
2002,0000X E RANDOLPH,BATTERY,4
2002,0000X E RANDOLPH,BURGLARY,2
2002,0000X E RANDOLPH,CRIMINAL DAMAGE,4
2002,0000X E RANDOLPH,CRIMINAL TRESPASS,2
2002,0000X E RANDOLPH,DECEPTIVE PRACTICE,1
2002,0000X E RANDOLPH,MOTOR VEHICLE THEFT,1
2002,0000X E RANDOLPH,THEFT,31
2002,0000X E ROOSEVELT,ASSAULT,4
2002,0000X E ROOSEVELT,BATTERY,6
2002,0000X E ROOSEVELT,CRIMINAL DAMAGE,4
2002,0000X E ROOSEVELT,CRIMINAL TRESPASS,4
2002,0000X E ROOSEVELT,DECEPTIVE PRACTICE,2
2002,0000X E ROOSEVELT,GAMBLING,1
2002,0000X E ROOSEVELT,LIQUOR LAW VIOLATION,2
2002,0000X E ROOSEVELT,MOTOR VEHICLE THEFT,1
2002,0000X E ROOSEVELT,NARCOTICS,2
2002,0000X E ROOSEVELT,PUBLIC PEACE VIOLATION,2
2002,0000X E ROOSEVELT,ROBBERY,1
2002,0000X E ROOSEVELT,SEX OFFENSE,1
2002,0000X E ROOSEVELT,THEFT,7
2002,0000X E VAN BUREN,ASSAULT,1
2002,0000X E VAN BUREN,BATTERY,2
2002,0000X E VAN BUREN,CRIMINAL DAMAGE,1
2002,0000X E VAN BUREN,ROBBERY,2
2002,0000X E VAN BUREN,THEFT,3
2002,0000X E WACKER,ASSAULT,3
2002,0000X E WACKER,BURGLARY,3
2002,0000X E WACKER,CRIMINAL DAMAGE,1
2002,0000X E WACKER,CRIMINAL TRESPASS,1
2002,0000X E WACKER,DECEPTIVE PRACTICE,1
2002,0000X E WACKER,MOTOR VEHICLE THEFT,1
2002,0000X E WACKER,NARCOTICS,2
2002,0000X E WACKER,OTHER OFFENSE,2
2002,0000X E WACKER,PUBLIC PEACE VIOLATION,1
2002,0000X E WACKER,THEFT,25
2002,0000X E WASHINGTON,ASSAULT,3
2002,0000X E WASHINGTON,BATTERY,5
2002,0000X E WASHINGTON,CRIMINAL DAMAGE,1
2002,0000X E WASHINGTON,DECEPTIVE PRACTICE,5
2002,0000X E WASHINGTON,OTHER OFFENSE,3
2002,0000X E WASHINGTON,ROBBERY,1
2002,0000X E WASHINGTON,SEX OFFENSE,2
2002,0000X E WASHINGTON,THEFT,44
2002,0000X N ABERDEEN,MOTOR VEHICLE THEFT,1
2002,0000X N ADA,ASSAULT,1
2002,0000X N ADA,BURGLARY,3
2002,0000X N ADA,CRIMINAL DAMAGE,1
2002,0000X N ADA,DECEPTIVE PRACTICE,1
2002,0000X N ADA,THEFT,4
2002,0000X N ASHLAND,BATTERY,1
2002,0000X N ASHLAND,ROBBERY,1
2002,0000X N ASHLAND,THEFT,1
2002,0000X N BISHOP,CRIMINAL DAMAGE,1
2002,0000X N BISHOP,CRIMINAL TRESPASS,1
2002,0000X N CAMPBELL,BATTERY,2
2002,0000X N CAMPBELL,CRIMINAL DAMAGE,1
2002,0000X N CAMPBELL,NARCOTICS,1
2002,0000X N CAMPBELL,OTHER OFFENSE,1
2002,0000X N CANAL,OTHER OFFENSE,1
2002,0000X N CANAL,THEFT,2
2002,0000X N CLARK,ASSAULT,8
2002,0000X N CLARK,BATTERY,1
2002,0000X N CLARK,CRIMINAL DAMAGE,2
2002,0000X N CLARK,DECEPTIVE PRACTICE,1
2002,0000X N CLARK,OTHER OFFENSE,7
2002,0000X N CLARK,THEFT,12
2002,0000X N CLINTON,CRIMINAL DAMAGE,1
2002,0000X N DAMEN,BATTERY,2
2002,0000X N DAMEN,CRIMINAL DAMAGE,1
2002,0000X N DAMEN,THEFT,1
2002,0000X N DEARBORN,BATTERY,2
2002,0000X N DEARBORN,CRIMINAL DAMAGE,4
2002,0000X N DEARBORN,CRIMINAL TRESPASS,1
2002,0000X N DEARBORN,DECEPTIVE PRACTICE,9
2002,0000X N DEARBORN,NARCOTICS,1
2002,0000X N DEARBORN,OTHER OFFENSE,1
2002,0000X N DEARBORN,ROBBERY,1
2002,0000X N DEARBORN,THEFT,25
2002,0000X N DEARBORN,WEAPONS VIOLATION,1
2002,0000X N DESPLAINES,BATTERY,1
2002,0000X N DESPLAINES,CRIMINAL DAMAGE,1
2002,0000X N DESPLAINES,ROBBERY,1
2002,0000X N DESPLAINES,THEFT,5
2002,0000X N ELIZABETH,BATTERY,1
2002,0000X N FRANKLIN,DECEPTIVE PRACTICE,1
2002,0000X N FRANKLIN,OTHER OFFENSE,1
2002,0000X N FRANKLIN,ROBBERY,1
2002,0000X N FRANKLIN,THEFT,2
2002,0000X N GREEN,ROBBERY,2
2002,0000X N GREEN,STALKING,1
2002,0000X N GREEN,THEFT,2
2002,0000X N HALSTED,BATTERY,1
2002,0000X N HALSTED,THEFT,1
2002,0000X N HERMITAGE,ASSAULT,1
2002,0000X N HERMITAGE,BATTERY,1
2002,0000X N HERMITAGE,ROBBERY,1
2002,0000X N HERMITAGE,SEX OFFENSE,1
2002,0000X N HERMITAGE,THEFT,1
2002,0000X N HERMITAGE,WEAPONS VIOLATION,1
2002,0000X N HOYNE,ASSAULT,1
2002,0000X N HOYNE,BATTERY,3
2002,0000X N HOYNE,MOTOR VEHICLE THEFT,2
2002,0000X N HOYNE,OTHER OFFENSE,2
2002,0000X N HOYNE,WEAPONS VIOLATION,1
2002,0000X N LA SALLE,ASSAULT,3
2002,0000X N LA SALLE,BATTERY,1
2002,0000X N LA SALLE,BURGLARY,7
2002,0000X N LA SALLE,DECEPTIVE PRACTICE,5
2002,0000X N LA SALLE,OTHER OFFENSE,6
2002,0000X N LA SALLE,THEFT,24
2002,0000X N LEAVITT,BATTERY,2
2002,0000X N LEAVITT,CRIMINAL DAMAGE,2
2002,0000X N LEAVITT,THEFT,1
2002,0000X N LOOMIS,CRIMINAL TRESPASS,1
2002,0000X N LOOMIS,MOTOR VEHICLE THEFT,1
2002,0000X N LOOMIS,THEFT,5
2002,0000X N LOWER WACKER,MOTOR VEHICLE THEFT,1
2002,0000X N LOWER WACKER,THEFT,1
2002,0000X N MAY,MOTOR VEHICLE THEFT,2
2002,0000X N MAY,OTHER OFFENSE,1
2002,0000X N MAY,THEFT,5
2002,0000X N MICHIGAN,BATTERY,3
2002,0000X N MICHIGAN,BURGLARY,2
2002,0000X N MICHIGAN,CRIMINAL DAMAGE,4
2002,0000X N MICHIGAN,DECEPTIVE PRACTICE,6
2002,0000X N MICHIGAN,NARCOTICS,1
2002,0000X N MICHIGAN,OTHER OFFENSE,2
2002,0000X N MICHIGAN,ROBBERY,2
2002,0000X N MICHIGAN,THEFT,17
2002,0000X N MORGAN,ASSAULT,1
2002,0000X N MORGAN,THEFT,1
2002,0000X N OAKLEY,CRIMINAL TRESPASS,1
2002,0000X N OAKLEY,MOTOR VEHICLE THEFT,1
2002,0000X N OAKLEY,NARCOTICS,1
2002,0000X N OAKLEY,PROSTITUTION,1
2002,0000X N OGDEN,ROBBERY,1
2002,0000X N OGDEN,THEFT,1
2002,0000X N PAULINA,BATTERY,3
2002,0000X N PAULINA,CRIMINAL DAMAGE,1
2002,0000X N PAULINA,NARCOTICS,2
2002,0000X N PAULINA,THEFT,4
2002,0000X N PEORIA,BATTERY,1
2002,0000X N PEORIA,DECEPTIVE PRACTICE,1
2002,0000X N PEORIA,THEFT,2
2002,0000X N RACINE,BURGLARY,3
2002,0000X N RACINE,CRIMINAL DAMAGE,1
2002,0000X N RIVERSIDE,BATTERY,1
2002,0000X N RIVERSIDE,DECEPTIVE PRACTICE,7
2002,0000X N RIVERSIDE,THEFT,3
2002,0000X N SANGAMON,BURGLARY,1
2002,0000X N SANGAMON,CRIMINAL DAMAGE,2
2002,0000X N SANGAMON,PROSTITUTION,1
2002,0000X N SANGAMON,THEFT,1
2002,0000X N STATE,ASSAULT,7
2002,0000X N STATE,BATTERY,7
2002,0000X N STATE,BURGLARY,4
2002,0000X N STATE,CRIMINAL DAMAGE,6
2002,0000X N STATE,CRIMINAL TRESPASS,5
2002,0000X N STATE,DECEPTIVE PRACTICE,10
2002,0000X N STATE,MOTOR VEHICLE THEFT,1
2002,0000X N STATE,OTHER OFFENSE,5
2002,0000X N STATE,PUBLIC PEACE VIOLATION,1
2002,0000X N STATE,ROBBERY,3
2002,0000X N STATE,STALKING,1
2002,0000X N STATE,THEFT,335
2002,0000X N TALMAN,PROSTITUTION,6
2002,0000X N THROOP,BATTERY,1
2002,0000X N THROOP,CRIMINAL DAMAGE,1
2002,0000X N THROOP,THEFT,1
2002,0000X N WABASH,ASSAULT,1
2002,0000X N WABASH,CRIM SEXUAL ASSAULT,1
2002,0000X N WABASH,DECEPTIVE PRACTICE,6
2002,0000X N WABASH,MOTOR VEHICLE THEFT,1
2002,0000X N WABASH,OTHER OFFENSE,3
2002,0000X N WABASH,PUBLIC PEACE VIOLATION,2
2002,0000X N WABASH,THEFT,18
2002,0000X N WACKER,BURGLARY,1
2002,0000X N WACKER,CRIMINAL DAMAGE,1
2002,0000X N WACKER,DECEPTIVE PRACTICE,4
2002,0000X N WACKER,OTHER OFFENSE,2
2002,0000X N WACKER,THEFT,15
2002,0000X N WELLS,ASSAULT,3
2002,0000X N WELLS,BATTERY,3
2002,0000X N WELLS,BURGLARY,1
2002,0000X N WELLS,CRIMINAL DAMAGE,3
2002,0000X N WELLS,DECEPTIVE PRACTICE,3
2002,0000X N WELLS,MOTOR VEHICLE THEFT,2
2002,0000X N WELLS,SEX OFFENSE,1
2002,0000X N WELLS,THEFT,12
2002,0000X N WESTERN,ASSAULT,2
2002,0000X N WESTERN,BATTERY,4
2002,0000X N WESTERN,BURGLARY,1
2002,0000X N WESTERN,CRIMINAL DAMAGE,7
2002,0000X N WESTERN,CRIMINAL TRESPASS,20
2002,0000X N WESTERN,DECEPTIVE PRACTICE,1
2002,0000X N WESTERN,MOTOR VEHICLE THEFT,5
2002,0000X N WESTERN,NARCOTICS,7
2002,0000X N WESTERN,PROSTITUTION,1
2002,0000X N WESTERN,ROBBERY,5
2002,0000X N WESTERN,THEFT,14
2002,0000X S ABERDEEN,MOTOR VEHICLE THEFT,1
2002,0000X S ABERDEEN,THEFT,2
2002,0000X S ASHLAND,BATTERY,1
2002,0000X S ASHLAND,THEFT,2
2002,0000X S CAMPBELL,OTHER OFFENSE,1
2002,0000X S CAMPBELL,ROBBERY,1
2002,0000X S CAMPBELL,THEFT,2
2002,0000X S CANAL,BATTERY,2
2002,0000X S CANAL,OTHER OFFENSE,1
2002,0000X S CANAL,THEFT,4
2002,0000X S CLARK,BATTERY,2
2002,0000X S CLARK,CRIMINAL DAMAGE,1
